ev,het,datum,sz1,sz2,sz3,sz4,sz5
1968,45,,10,15,24,43,65
1968,44,,6,12,33,68,69
1968,43,,3,13,24,35,43
1968,42,,13,46,56,73,79
1968,41,,28,35,42,51,79
1968,40,,38,64,83,85,90
1968,39,,20,24,71,77,87
1968,38,,31,32,53,55,64
1968,37,,6,20,47,49,65
1968,36,,40,42,47,76,85
1968,35,,6,8,26,44,50
1968,34,,9,30,35,45,71
1968,33,,22,25,28,71,77
1968,32,,17,23,41,52,63
1968,31,,12,15,25,38,61
1968,30,,17,36,71,73,90
1968,29,,33,34,84,86,88
1968,28,,3,7,30,33,83
1968,27,,36,52,60,69,76
1968,26,,1,18,60,79,81
1968,25,,3,9,14,73,86
1968,24,,4,26,38,44,86
1968,23,,10,24,33,41,87
1968,22,,3,16,74,75,86
1968,21,,11,12,57,83,86
1968,20,,44,49,70,72,78
1968,19,,4,7,19,25,65
1968,18,,10,15,35,41,56
1968,17,,23,27,33,75,88
1968,16,,16,38,49,50,82
1968,15,,18,21,27,31,85
1968,14,,7,8,10,15,69
1968,13,,6,11,27,69,85
1968,12,,21,67,71,78,86
1968,11,,21,38,68,70,90
1968,10,,9,24,39,65,69
1968,9,,15,16,25,42,50
1968,8,,22,48,57,66,67
1968,7,,9,16,37,55,68
1968,6,,6,16,47,84,89
1968,5,,36,42,53,56,63
1968,4,,8,11,33,61,83
1968,3,,12,27,32,49,67
1968,2,,13,24,27,30,69
1968,1,,15,28,36,54,62
1967,52,,1,29,51,52,88
1967,51,,4,22,25,77,90
1967,50,,6,20,28,46,80
1967,49,,61,78,80,81,86
1967,48,,24,46,48,70,85
1967,47,,6,20,23,65,68
1967,46,,11,24,25,34,72
1967,45,,33,38,39,75,81
1967,44,,21,26,37,71,89
1967,43,,23,37,63,81,85
1967,42,,6,7,46,56,57
1967,41,,10,39,54,72,73
1967,40,,5,11,35,53,84
1967,39,,4,58,75,84,88
1967,38,,39,55,72,74,76
1967,37,,23,34,69,79,84
1967,36,,12,42,44,78,84
1967,35,,22,67,68,72,81
1967,34,,16,40,54,82,86
1967,33,,4,8,22,27,75
1967,32,,3,6,40,47,48
1967,31,,1,44,57,60,82
1967,30,,6,11,15,38,51
1967,29,,18,24,51,74,90
1967,28,,20,41,49,56,64
1967,27,,2,36,46,49,56
1967,26,,21,35,48,52,60
1967,25,,50,67,74,75,85
1967,24,,14,18,50,65,82
1967,23,,2,12,26,42,71
1967,22,,10,11,13,56,79
1967,21,,20,44,54,63,69
1967,20,,38,42,67,71,76
1967,19,,38,56,62,70,84
1967,18,,19,29,69,72,89
1967,17,,34,68,71,72,75
1967,16,,11,14,31,51,67
1967,15,,23,45,71,76,90
1967,14,,26,35,53,61,64
1967,13,,1,51,66,68,83
1967,12,,38,64,67,74,78
1967,11,,19,25,47,64,77
1967,10,,11,33,65,68,78
1967,9,,14,55,66,67,76
1967,8,,3,5,57,80,85
1967,7,,13,21,31,73,82
1967,6,,11,29,54,73,74
1967,5,,29,39,54,64,90
1967,4,,4,7,29,79,82
1967,3,,13,19,43,49,90
1967,2,,3,26,30,45,78
1967,1,,29,35,64,83,87
1966,52,,2,13,21,36,70
1966,51,,1,37,43,56,86
1966,50,,65,67,70,71,89
1966,49,,24,29,55,56,65
1966,48,,4,25,28,62,82
1966,47,,13,40,49,82,85
1966,46,,30,32,45,46,77
1966,45,,1,14,17,54,84
1966,44,,14,43,59,85,90
1966,43,,10,12,27,29,84
1966,42,,3,35,44,69,75
1966,41,,14,25,26,28,83
1966,40,,16,45,74,78,79
1966,39,,35,49,64,69,72
1966,38,,5,7,12,65,74
1966,37,,6,26,57,63,79
1966,36,,25,37,51,60,87
1966,35,,61,65,66,83,86
1966,34,,13,19,35,37,66
1966,33,,2,31,36,43,84
1966,32,,9,20,23,52,53
1966,31,,26,27,45,53,69
1966,30,,45,49,71,78,86
1966,29,,21,42,47,69,74
1966,28,,19,23,54,56,61
1966,27,,1,6,7,16,44
1966,26,,41,60,66,68,84
1966,25,,24,26,57,75,90
1966,24,,13,21,32,38,41
1966,23,,1,18,28,70,71
1966,22,,3,5,58,67,72
1966,21,,8,10,22,32,36
1966,20,,12,23,47,59,66
1966,19,,4,7,24,29,30
1966,18,,19,44,50,62,70
1966,17,,33,54,71,76,84
1966,16,,4,17,42,63,85
1966,15,,37,43,60,66,83
1966,14,,42,69,74,85,89
1966,13,,14,42,53,67,79
1966,12,,13,29,66,71,77
1966,11,,4,17,39,49,89
1966,10,,51,59,64,75,86
1966,9,,7,8,15,50,80
1966,8,,23,69,80,83,87
1966,7,,23,29,68,71,86
1966,6,,35,48,60,70,89
1966,5,,23,28,30,41,45
1966,4,,12,17,39,51,89
1966,3,,5,41,62,82,83
1966,2,,3,38,59,65,83
1966,1,,55,61,75,81,90
1965,53,,4,16,37,41,69
1965,52,,3,16,72,76,77
1965,51,,50,53,54,61,79
1965,50,,21,36,38,47,50
1965,49,,12,25,39,86,88
1965,48,,13,69,76,86,88
1965,47,,5,32,36,38,49
1965,46,,7,19,28,56,90
1965,45,,41,59,67,72,84
1965,44,,9,33,50,79,86
1965,43,,12,16,29,67,72
1965,42,,7,14,18,40,63
1965,41,,24,28,68,70,74
1965,40,,12,18,67,78,82
1965,39,,6,7,16,27,51
1965,38,,17,29,32,33,73
1965,37,,46,47,55,73,80
1965,36,,14,42,46,77,82
1965,35,,6,42,44,57,80
1965,34,,7,12,27,41,88
1965,33,,18,37,41,58,74
1965,32,,10,33,47,70,81
1965,31,,12,31,39,45,84
1965,30,,14,28,60,69,80
1965,29,,34,36,38,46,56
1965,28,,8,21,61,65,76
1965,27,,17,21,29,59,66
1965,26,,3,29,34,61,62
1965,25,,19,61,62,74,82
1965,24,,12,28,45,62,68
1965,23,,11,45,51,63,65
1965,22,,9,13,55,66,69
1965,21,,9,34,48,55,65
1965,20,,12,14,38,63,72
1965,19,,27,35,49,50,74
1965,18,,15,19,29,47,64
1965,17,,14,39,44,48,60
1965,16,,13,23,67,77,83
1965,15,,15,24,31,36,77
1965,14,,1,3,60,75,81
1965,13,,6,30,34,36,64
1965,12,,4,21,51,84,90
1965,11,,15,43,62,66,70
1965,10,,4,26,62,73,86
1965,9,,23,39,43,45,80
1965,8,,38,41,51,83,85
1965,7,,3,16,34,46,89
1965,6,,7,20,34,67,76
1965,5,,5,12,36,75,79
1965,4,,23,55,66,67,74
1965,3,,2,14,31,47,56
1965,2,,26,56,65,69,84
1965,1,,2,24,47,75,78
1964,52,,11,23,39,50,64
1964,51,,7,24,44,51,73
1964,50,,13,17,33,43,44
1964,49,,28,33,34,40,81
1964,48,,2,10,41,60,62
1964,47,,3,8,21,68,84
1964,46,,8,29,53,87,89
1964,45,,6,30,51,79,87
1964,44,,16,51,56,63,66
1964,43,,20,42,52,53,87
1964,42,,32,37,53,84,90
1964,41,,6,39,45,56,79
1964,40,,14,22,47,75,77
1964,39,,11,16,33,53,86
1964,38,,42,47,50,65,70
1964,37,,8,44,47,48,71
1964,36,,12,29,42,62,69
1964,35,,3,50,60,77,85
1964,34,,18,21,55,68,77
1964,33,,13,21,60,71,89
1964,32,,16,25,41,47,55
1964,31,,18,20,40,79,82
1964,30,,1,22,67,76,83
1964,29,,23,30,43,52,64
1964,28,,34,38,43,60,89
1964,27,,28,75,78,82,83
1964,26,,9,18,32,48,75
1964,25,,17,40,83,84,87
1964,24,,2,9,19,62,64
1964,23,,20,37,64,68,78
1964,22,,26,49,59,76,82
1964,21,,40,42,51,58,75
1964,20,,42,66,67,72,85
1964,19,,13,21,33,49,90
1964,18,,29,40,52,58,59
1964,17,,14,24,33,52,81
1964,16,,13,43,49,59,61
1964,15,,10,23,26,45,62
1964,14,,1,9,20,27,41
1964,13,,3,26,41,67,86
1964,12,,10,14,40,46,86
1964,11,,22,34,47,77,80
1964,10,,6,31,66,79,87
1964,9,,1,22,59,67,72
1964,8,,6,33,43,50,51
1964,7,,2,10,49,66,84
1964,6,,1,2,9,47,60
1964,5,,25,35,38,49,73
1964,4,,31,34,56,69,84
1964,3,,29,43,63,68,81
1964,2,,1,10,12,31,70
1964,1,,22,23,32,42,76
1963,52,,28,38,45,68,83
1963,51,,6,18,31,60,62
1963,50,,12,28,81,82,85
1963,49,,20,25,56,73,74
1963,48,,23,24,37,50,52
1963,47,,17,30,60,70,82
1963,46,,3,31,52,54,63
1963,45,,36,55,73,74,81
1963,44,,18,19,43,54,85
1963,43,,31,40,41,55,68
1963,42,,9,51,59,73,75
1963,41,,13,17,28,50,66
1963,40,,6,10,18,28,86
1963,39,,32,37,50,63,67
1963,38,,39,50,72,75,81
1963,37,,17,22,27,30,37
1963,36,,12,32,48,50,63
1963,35,,42,45,67,78,88
1963,34,,1,35,59,79,84
1963,33,,8,12,34,37,81
1963,32,,1,2,33,51,88
1963,31,,28,33,51,56,70
1963,30,,12,23,38,61,63
1963,29,,21,35,36,48,60
1963,28,,5,47,70,80,87
1963,27,,5,25,44,82,87
1963,26,,13,24,41,47,86
1963,25,,12,28,37,51,79
1963,24,,22,33,50,62,69
1963,23,,3,18,20,41,49
1963,22,,12,21,26,56,86
1963,21,,7,10,18,47,68
1963,20,,1,25,46,48,49
1963,19,,13,60,72,75,88
1963,18,,38,51,64,74,81
1963,17,,11,29,35,44,67
1963,16,,6,22,26,50,55
1963,15,,22,34,50,64,81
1963,14,,20,36,39,43,51
1963,13,,1,3,25,69,73
1963,12,,34,42,53,54,80
1963,11,,10,39,71,76,81
1963,10,,18,47,65,75,89
1963,9,,7,14,15,45,82
1963,8,,33,40,42,69,74
1963,7,,32,33,68,73,84
1963,6,,11,15,19,57,69
1963,5,,4,29,31,35,90
1963,4,,2,3,12,78,88
1963,3,,3,9,15,32,63
1963,2,,24,34,54,81,90
1963,1,,7,17,57,70,73
1962,52,,41,47,49,59,65
1962,51,,18,25,27,34,51
1962,50,,9,12,32,34,35
1962,49,,21,49,62,63,90
1962,48,,13,28,44,46,90
1962,47,,6,18,53,61,64
1962,46,,29,34,36,59,80
1962,45,,2,17,32,50,85
1962,44,,2,13,30,40,59
1962,43,,14,19,22,65,78
1962,42,,6,20,26,47,66
1962,41,,20,53,59,72,89
1962,40,,18,39,41,62,72
1962,39,,12,26,47,58,82
1962,38,,1,46,55,66,70
1962,37,,1,17,23,59,65
1962,36,,10,23,24,57,83
1962,35,,25,46,52,57,75
1962,34,,3,9,55,64,74
1962,33,,12,22,30,56,67
1962,32,,3,19,65,86,88
1962,31,,15,19,36,53,55
1962,30,,30,41,45,59,72
1962,29,,34,38,42,73,77
1962,28,,6,35,73,76,82
1962,27,,30,47,67,70,75
1962,26,,23,59,66,72,74
1962,25,,32,45,49,55,70
1962,24,,2,14,36,42,76
1962,23,,17,21,64,71,78
1962,22,,5,10,58,84,88
1962,21,,11,34,52,65,85
1962,20,,19,23,52,77,89
1962,19,,4,35,38,55,88
1962,18,,11,30,53,68,77
1962,17,,19,49,65,71,82
1962,16,,10,18,60,68,76
1962,15,,32,40,65,76,88
1962,14,,15,50,57,64,70
1962,13,,1,17,36,53,76
1962,12,,38,43,61,73,87
1962,11,,25,36,44,58,90
1962,10,,1,19,30,39,82
1962,9,,1,39,58,70,87
1962,8,,14,35,37,58,87
1962,7,,17,24,38,39,53
1962,6,,17,58,69,83,87
1962,5,,3,10,36,40,43
1962,4,,3,28,43,46,86
1962,3,,23,28,47,50,73
1962,2,,5,69,71,81,89
1962,1,,22,31,66,77,86
1961,52,,37,46,53,73,81
1961,51,,8,11,25,34,62
1961,50,,14,53,65,74,82
1961,49,,3,12,14,51,53
1961,48,,4,31,72,82,85
1961,47,,11,15,56,58,79
1961,46,,53,60,61,85,90
1961,45,,5,33,34,57,72
1961,44,,22,40,42,51,55
1961,43,,38,48,54,56,68
1961,42,,3,9,21,29,76
1961,41,,12,21,77,84,85
1961,40,,27,56,70,80,89
1961,39,,18,42,62,69,71
1961,38,,3,10,46,70,83
1961,37,,5,12,32,47,66
1961,36,,7,18,24,63,70
1961,35,,9,10,22,36,66
1961,34,,4,5,42,52,64
1961,33,,16,18,33,37,76
1961,32,,8,24,28,38,82
1961,31,,13,60,64,69,90
1961,30,,5,21,33,68,86
1961,29,,22,45,67,68,73
1961,28,,35,38,43,56,80
1961,27,,39,56,69,75,76
1961,26,,28,48,57,66,73
1961,25,,53,61,67,76,83
1961,24,,21,36,42,65,74
1961,23,,15,25,49,51,81
1961,22,,5,19,26,43,60
1961,21,,13,15,67,79,82
1961,20,,14,18,36,55,85
1961,19,,11,21,32,50,77
1961,18,,1,15,33,35,49
1961,17,,2,5,67,73,87
1961,16,,7,12,36,44,84
1961,15,,11,28,51,63,85
1961,14,,28,38,45,46,75
1961,13,,23,33,48,63,73
1961,12,,35,39,45,47,87
1961,11,,3,26,46,65,81
1961,10,,14,26,49,58,81
1961,9,,14,18,27,47,77
1961,8,,9,45,53,74,80
1961,7,,5,10,15,28,39
1961,6,,14,23,57,82,86
1961,5,,11,31,36,58,79
1961,4,,7,27,62,66,67
1961,3,,18,47,55,71,82
1961,2,,34,68,69,87,88
1961,1,,13,22,43,45,77
1960,53,,17,24,34,35,45
1960,52,,5,15,34,53,78
1960,51,,28,44,57,88,90
1960,50,,40,51,60,66,71
1960,49,,24,31,57,66,78
1960,48,,9,43,46,60,67
1960,47,,14,22,48,75,81
1960,46,,14,19,47,49,61
1960,45,,17,20,35,44,62
1960,44,,9,15,46,48,89
1960,43,,1,3,35,42,72
1960,42,,8,13,49,57,59
1960,41,,3,11,51,53,69
1960,40,,18,34,58,70,71
1960,39,,5,46,49,52,59
1960,38,,14,19,54,64,87
1960,37,,45,50,75,86,88
1960,36,,26,49,64,65,86
1960,35,,8,17,51,67,78
1960,34,,25,35,75,79,85
1960,33,,5,10,37,54,78
1960,32,,1,41,44,51,61
1960,31,,6,39,42,52,71
1960,30,,6,9,31,35,70
1960,29,,7,8,15,23,61
1960,28,,9,11,29,78,86
1960,27,,20,22,24,25,42
1960,26,,29,32,51,63,70
1960,25,,29,45,49,61,74
1960,24,,37,45,75,77,81
1960,23,,4,49,54,76,90
1960,22,,5,6,55,75,89
1960,21,,60,69,76,77,88
1960,20,,7,22,40,74,78
1960,19,,29,30,39,55,60
1960,18,,4,26,34,55,83
1960,17,,21,29,30,38,81
1960,16,,38,42,44,76,80
1960,15,,6,11,53,59,83
1960,14,,13,15,41,55,65
1960,13,,8,29,32,80,83
1960,12,,12,29,48,70,71
1960,11,,8,13,37,73,75
1960,10,,1,16,35,44,82
1960,9,,29,47,49,71,90
1960,8,,10,15,29,39,47
1960,7,,13,14,23,25,39
1960,6,,3,37,61,70,74
1960,5,,3,11,27,39,82
1960,4,,6,25,30,32,48
1960,3,,21,42,71,75,83
1960,2,,12,29,37,40,41
1960,1,,1,6,27,49,68
1959,52,,1,2,47,53,56
1959,51,,6,20,23,54,90
1959,50,,5,23,33,34,37
1959,49,,2,15,18,44,72
1959,48,,33,34,51,64,71
1959,47,,13,18,26,34,46
1959,46,,14,20,29,33,34
1959,45,,12,15,69,80,84
1959,44,,16,54,55,63,79
1959,43,,3,10,20,71,86
1959,42,,1,9,37,54,57
1959,41,,4,16,33,49,84
1959,40,,3,10,59,72,80
1959,39,,37,58,67,78,85
1959,38,,1,7,10,35,89
1959,37,,5,25,35,36,57
1959,36,,13,49,52,66,67
1959,35,,10,28,30,59,83
1959,34,,36,46,49,68,74
1959,33,,1,53,68,73,78
1959,32,,5,19,50,62,75
1959,31,,17,28,48,54,81
1959,30,,13,26,45,77,86
1959,29,,2,19,29,84,90
1959,28,,11,17,65,69,75
1959,27,,10,19,32,55,68
1959,26,,37,61,71,77,85
1959,25,,9,18,29,56,80
1959,24,,19,51,65,84,89
1959,23,,27,38,62,72,83
1959,22,,5,25,41,52,89
1959,21,,4,6,20,23,66
1959,20,,2,12,56,80,84
1959,19,,12,22,29,33,69
1959,18,,5,17,45,53,65
1959,17,,4,6,23,42,89
1959,16,,5,28,33,58,77
1959,15,,3,26,27,31,49
1959,14,,8,27,34,51,86
1959,13,,2,31,38,54,61
1959,12,,7,9,52,59,89
1959,11,,42,65,68,75,78
1959,10,,7,13,34,87,89
1959,9,,2,31,48,75,87
1959,8,,14,20,50,73,74
1959,7,,3,70,73,77,82
1959,6,,7,34,42,45,52
1959,5,,7,8,22,39,75
1959,4,,6,39,53,66,79
1959,3,,5,40,42,79,80
1959,2,,21,32,73,77,83
1959,1,,3,4,13,79,86
1958,52,,4,37,40,66,70
1958,51,,19,29,51,64,79
1958,50,,31,37,53,54,76
1958,49,,8,57,63,75,77
1958,48,,1,5,31,34,57
1958,47,,23,31,42,71,74
1958,46,,22,25,82,83,87
1958,45,,30,32,43,53,58
1958,44,,17,23,29,45,81
1958,43,,20,36,74,80,90
1958,42,,4,17,38,67,74
1958,41,,1,15,35,46,49
1958,40,,4,9,23,50,83
1958,39,,9,20,23,56,90
1958,38,,31,45,65,71,74
1958,37,,7,23,26,70,88
1958,36,,10,38,51,67,89
1958,35,,22,29,64,83,90
1958,34,,4,14,26,67,74
1958,33,,3,8,20,21,38
1958,32,,28,44,48,78,88
1958,31,,4,36,51,69,72
1958,30,,15,17,41,56,84
1958,29,,9,14,21,59,70
1958,28,,24,58,67,70,84
1958,27,,6,34,52,82,83
1958,26,,12,21,55,70,83
1958,25,,25,82,84,85,88
1958,24,,14,15,25,56,59
1958,23,,30,52,56,76,83
1958,22,,20,21,24,37,71
1958,21,,7,24,37,44,84
1958,20,,12,18,38,56,58
1958,19,,7,15,24,38,43
1958,18,,42,62,69,78,89
1958,17,,19,36,43,51,87
1958,16,,13,49,71,77,80
1958,15,,16,28,42,44,68
1958,14,,22,35,54,64,87
1958,13,,6,20,27,69,86
1958,12,,6,37,41,60,79
1958,11,,23,44,51,71,82
1958,10,,24,43,62,82,85
1958,9,,23,28,56,69,77
1958,8,,16,18,36,78,82
1958,7,,1,7,16,41,60
1958,6,,51,64,67,73,87
1958,5,,13,41,47,80,87
1958,4,,18,24,46,63,85
1958,3,,13,41,43,51,74
1958,2,,22,28,36,61,81
1958,1,,1,10,43,54,75
1957,52,,6,9,69,73,81
1957,51,,9,19,24,32,78
1957,50,,7,26,59,73,80
1957,49,,3,11,27,38,77
1957,48,,8,67,74,85,86
1957,47,,11,15,21,60,90
1957,46,,14,19,27,37,57
1957,45,,1,4,26,46,71
1957,44,,32,36,79,87,90
1957,43,,17,40,72,76,83
1957,42,,2,8,16,34,45
1957,41,,1,50,66,73,77
1957,40,,7,13,57,69,71
1957,39,,5,8,46,63,73
1957,38,,11,27,53,67,71
1957,37,,24,54,64,77,80
1957,36,,39,74,76,78,80
1957,35,,33,46,49,82,88
1957,34,,37,40,48,65,70
1957,33,,19,24,27,61,68
1957,32,,8,17,34,51,76
1957,31,,4,14,22,38,86
1957,30,,1,25,49,62,75
1957,29,,17,25,44,48,73
1957,28,,9,13,24,54,63
1957,27,,9,14,26,60,81
1957,26,,1,12,13,15,26
1957,25,,49,51,56,81,88
1957,24,,9,12,45,65,89
1957,23,,3,33,46,59,75
1957,22,,16,38,40,65,73
1957,21,,20,55,64,73,75
1957,20,,7,52,58,62,67
1957,19,,5,27,45,46,48
1957,18,,12,19,35,42,64
1957,17,,3,5,19,20,48
1957,16,,7,12,24,30,75
1957,15,,23,26,33,37,66
1957,14,,26,33,38,47,53
1957,13,,7,9,19,42,66
1957,12,,8,12,24,26,85
1957,11,,1,49,64,67,71
1957,10,,16,61,71,77,89
